Location,Distance_to_CBD,Bedrooms,Bathrooms,Floor_Size,Price,Amenities
Kileleshwa,5.4,2,2,159,87144,"garbage collection, electric fence, swimming pool, CCTV, gym, parking"
Ruiru,25.3,4,2,187,45405,
Kileleshwa,5.4,4,2,198,184141,swimming pool
Ruiru,25.3,2,2,92,27845,"CCTV, gym, parking, garbage collection, electric fence, swimming pool, garden"
Westlands,3.2,2,2,112,127605,"garden, gym, CCTV"
Lavington,5.9,1,1,65,97741,electric fence
Utawala,22.4,1,1,53,12385,
Utawala,22.4,2,1,99,21984,"parking, gym"
Utawala,22.4,4,4,276,49872,"gym, CCTV, garbage collection, swimming pool"
Muthaiga,7,1,1,54,206508,"garden, swimming pool, electric fence"
Syokimau,24,4,2,189,95374,"electric fence, swimming pool, CCTV, parking"
Juja,32.8,2,1,91,27616,"garbage collection, gym, CCTV, garden, swimming pool, parking"
Ruaka,19,4,4,246,52802,"garbage collection, gym, garden"
Ruiru,25.3,1,1,77,12506,gym
Kileleshwa,5.4,3,1,146,102276,"parking, electric fence, CCTV, garden, swimming pool"
Muthaiga,7,4,3,178,318215,parking
Ruaka,19,1,1,76,20002,"garden, gym"
Ruaka,19,4,3,294,68718,"gym, parking, swimming pool, CCTV"
Lavington,5.9,2,2,93,79462,"electric fence, garbage collection, CCTV"
Kilimani,4,1,1,67,72057,"gym, parking"
Kilimani,4,1,1,58,68005,"CCTV, gym, garden, garbage collection, parking"
Westlands,3.2,1,1,79,128485,"garbage collection, CCTV, parking, swimming pool, gym"
Lavington,5.9,2,2,115,76542,
Muthaiga,7,1,1,50,173370,"swimming pool, parking, garden, electric fence, gym, garbage collection"
Muthaiga,7,4,1,196,296465,
Westlands,3.2,2,1,105,156105,"swimming pool, garbage collection, garden"
Kilimani,4,1,1,73,65184,CCTV
Lavington,5.9,4,1,234,246366,CCTV
Syokimau,24,4,3,286,67716,"garden, swimming pool"
Ruaka,19,4,4,225,47329,
Ruiru,25.3,2,1,116,31762,"CCTV, electric fence, parking, swimming pool, garbage collection"
Syokimau,24,2,1,137,29078,"garden, gym, parking, electric fence, CCTV, swimming pool"
Ruaka,19,4,1,250,63107,
Ruaka,19,2,1,160,34983,CCTV
Juja,32.8,4,2,171,61843,
Ruaka,19,2,2,154,36697,"CCTV, parking, swimming pool, garden, electric fence"
Utawala,22.4,4,3,263,49632,
Kilimani,4,2,1,148,94364,electric fence
Utawala,22.4,2,2,104,26172,"garden, CCTV, electric fence, parking, gym"
Lavington,5.9,3,1,154,105345,"swimming pool, parking, CCTV, gym, electric fence, garbage collection, garden"
Juja,32.8,2,2,134,31422,garden
Ruiru,25.3,4,3,195,69051,"parking, gym, electric fence, swimming pool, CCTV, garden, garbage collection"
Syokimau,24,3,2,180,57633,"garden, swimming pool, parking, garbage collection, gym, CCTV, electric fence"
Syokimau,24,3,1,150,42596,"garbage collection, CCTV, electric fence"
Ruaka,19,1,1,54,16490,
Juja,32.8,4,4,197,55762,"gym, parking, garden"
Juja,32.8,1,1,59,13755,"electric fence, parking, gym, CCTV, garbage collection"
Kilimani,4,1,1,55,53129,
Muthaiga,7,3,3,226,343360,"CCTV, garden, swimming pool, parking"
Kileleshwa,5.4,2,1,105,106643,"gym, garbage collection, electric fence, parking, garden, CCTV"
Ruaka,19,2,2,129,37189,"swimming pool, electric fence"
Syokimau,24,3,3,154,54209,"electric fence, garbage collection, gym, swimming pool"
Westlands,3.2,2,2,94,124727,electric fence
Ruiru,25.3,4,1,229,61482,
Juja,32.8,4,3,251,62009,
Ruiru,25.3,4,4,275,66166,"parking, CCTV, garbage collection, electric fence, swimming pool, gym"
Kileleshwa,5.4,2,1,154,115242,"garbage collection, gym, electric fence, parking, garden"
Utawala,22.4,1,1,77,12127,"garbage collection, gym, electric fence, swimming pool"
Lavington,5.9,3,3,227,90659,"CCTV, swimming pool"
Westlands,3.2,2,1,93,146938,
Muthaiga,7,4,3,243,422100,
Ruaka,19,4,2,290,68980,"garbage collection, swimming pool, electric fence"
Utawala,22.4,1,1,59,12063,
Syokimau,24,3,3,215,38102,
Utawala,22.4,2,1,157,22564,"gym, parking, garden, swimming pool, garbage collection, CCTV, electric fence"
Kileleshwa,5.4,2,1,169,96275,"gym, CCTV, swimming pool, garbage collection, garden, parking, electric fence"
Westlands,3.2,1,1,74,95439,"garbage collection, garden"
Lavington,5.9,2,2,95,103147,"parking, gym, garbage collection, garden, swimming pool, CCTV"
Muthaiga,7,4,3,197,436093,"gym, parking, CCTV, garbage collection, electric fence, garden, swimming pool"
Kilimani,4,2,2,95,88675,"electric fence, gym, CCTV"
Juja,32.8,4,3,237,70000,"parking, electric fence, swimming pool, garbage collection, garden, CCTV, gym"
Muthaiga,7,2,1,129,362795,"garbage collection, garden, gym, swimming pool, electric fence, CCTV, parking"
Utawala,22.4,4,3,212,55000,"parking, gym, garbage collection, CCTV, electric fence, swimming pool"
Lavington,5.9,4,2,171,328964,"electric fence, swimming pool, gym, parking, garden, garbage collection"
Syokimau,24,1,1,58,18100,"garbage collection, gym"
Kilimani,4,1,1,53,57730,"electric fence, garbage collection, CCTV, gym, parking"
Kilimani,4,1,1,59,78594,"swimming pool, parking, CCTV, electric fence, garbage collection, gym, garden"
Westlands,3.2,2,2,161,145732,gym
Westlands,3.2,3,1,215,184518,"CCTV, gym, garbage collection, parking, swimming pool"
Westlands,3.2,4,1,204,327528,"CCTV, parking, garbage collection, garden, gym, swimming pool, electric fence"
Kileleshwa,5.4,3,1,194,131713,"parking, garbage collection, garden, electric fence"
Juja,32.8,1,1,69,13080,"garden, swimming pool, garbage collection, parking, electric fence, CCTV, gym"
Kileleshwa,5.4,4,1,298,200011,garden
Syokimau,24,2,2,146,33345,"parking, gym, CCTV, electric fence, garden, swimming pool, garbage collection"
Kileleshwa,5.4,3,1,168,121309,"garden, swimming pool, parking, garbage collection, gym, CCTV, electric fence"
Juja,32.8,1,1,77,11404,"CCTV, swimming pool"
Westlands,3.2,3,1,220,138464,swimming pool
Ruiru,25.3,4,3,208,50466,"CCTV, garden, electric fence"
Juja,32.8,2,2,112,30890,"CCTV, electric fence, garbage collection, gym, parking, garden"
Kilimani,4,3,3,216,115608,"garbage collection, parking, electric fence, gym, garden, swimming pool"
Muthaiga,7,2,1,144,226939,"swimming pool, parking"
Kilimani,4,3,2,147,106197,"garden, electric fence, CCTV, garbage collection, parking, gym"
Westlands,3.2,2,2,94,157585,garbage collection
Ruiru,25.3,4,3,208,68721,"gym, electric fence, CCTV, swimming pool, parking"
Muthaiga,7,4,3,198,378011,gym
Juja,32.8,4,3,245,70000,"gym, CCTV, garbage collection, swimming pool, electric fence, parking, garden"
Muthaiga,7,1,1,60,168575,
Muthaiga,7,1,1,74,206560,"garden, swimming pool, garbage collection"
Ruaka,19,2,1,128,33723,
Ruiru,25.3,4,2,290,52183,"garbage collection, swimming pool, gym, parking"
Kilimani,4,3,3,185,85026,garbage collection
Kilimani,4,3,1,195,116438,"garbage collection, CCTV, garden, electric fence, parking, gym, swimming pool"
Westlands,3.2,2,2,150,159970,CCTV
Westlands,3.2,2,1,125,140178,"swimming pool, electric fence, garden, CCTV, garbage collection, parking"
Ruiru,25.3,4,1,274,65814,"CCTV, garbage collection, parking, gym, electric fence, garden"
Ruiru,25.3,4,4,172,70000,"parking, swimming pool, CCTV, gym, garden, electric fence"
Lavington,5.9,4,2,298,342362,"garbage collection, electric fence, garden, CCTV, parking, swimming pool, gym"
Kilimani,4,3,3,189,116896,"electric fence, swimming pool"
Westlands,3.2,3,2,209,165282,"garden, electric fence, swimming pool, CCTV, gym, parking"
Muthaiga,7,1,1,58,217672,"CCTV, garden, swimming pool, electric fence, garbage collection"
Ruaka,19,4,3,221,51602,
Ruaka,19,4,2,201,54247,electric fence
Utawala,22.4,4,2,226,50381,"CCTV, gym, garbage collection"
Kileleshwa,5.4,3,3,154,128377,"swimming pool, electric fence, garbage collection, parking, CCTV, gym"
Ruiru,25.3,3,2,215,49529,
Westlands,3.2,1,1,58,112440,electric fence
Juja,32.8,2,2,155,30826,"garden, swimming pool, electric fence, parking, CCTV, garbage collection, gym"
Ruiru,25.3,4,3,174,64757,garden
Kilimani,4,2,1,106,91143,"parking, garbage collection, gym"
Westlands,3.2,3,2,221,165747,"CCTV, garden, electric fence"
Syokimau,24,2,1,104,26392,"swimming pool, garbage collection, gym"
Ruiru,25.3,2,2,142,33238,"garbage collection, garden, parking, gym, electric fence"
Ruaka,19,3,2,198,50584,"garbage collection, electric fence"
Muthaiga,7,4,4,274,404976,"garbage collection, parking, electric fence"
Westlands,3.2,3,1,161,152753,"CCTV, gym, garden, parking"
Westlands,3.2,1,1,59,99596,"electric fence, swimming pool, parking, CCTV, garbage collection"
Muthaiga,7,4,2,296,394138,"parking, swimming pool"
Utawala,22.4,1,1,61,12618,"gym, parking, swimming pool"
Utawala,22.4,3,2,200,34442,electric fence
Kileleshwa,5.4,1,1,70,92423,"parking, garbage collection, gym, electric fence, CCTV, swimming pool, garden"
Westlands,3.2,1,1,70,81250,gym
Syokimau,24,3,1,189,61770,"parking, swimming pool, garden, gym, CCTV, electric fence, garbage collection"
Syokimau,24,4,1,201,82877,"garbage collection, garden, parking, gym, electric fence"
Kilimani,4,2,1,91,94686,CCTV
Westlands,3.2,2,2,124,180507,"swimming pool, parking, electric fence, gym, garbage collection, CCTV"
Ruiru,25.3,4,1,289,56566,electric fence
Ruaka,19,1,1,72,16854,"swimming pool, garbage collection"
Lavington,5.9,3,1,193,92860,"swimming pool, electric fence, CCTV, gym"
Westlands,3.2,3,2,227,137801,"swimming pool, gym"
Ruiru,25.3,4,1,218,54407,"electric fence, garbage collection, gym, CCTV"
Muthaiga,7,2,1,93,241928,"swimming pool, gym"
Syokimau,24,4,1,274,68559,"garbage collection, parking"
Westlands,3.2,3,3,165,157915,"electric fence, parking, swimming pool, gym, garbage collection, CCTV"
Juja,32.8,4,1,265,69822,"electric fence, swimming pool, gym, garbage collection, garden"
Westlands,3.2,3,3,197,164185,"garbage collection, CCTV, swimming pool, garden, parking"
Utawala,22.4,4,3,245,40420,
Muthaiga,7,1,1,76,177511,"swimming pool, parking, garbage collection"
Kileleshwa,5.4,1,1,60,68676,"garbage collection, parking, swimming pool, gym, garden, electric fence"
Kileleshwa,5.4,2,1,163,96558,"garden, swimming pool, CCTV, electric fence, gym, garbage collection"
Utawala,22.4,2,2,135,24117,"gym, garden, parking, garbage collection, CCTV"
Westlands,3.2,4,4,241,329769,"gym, swimming pool, garden, CCTV, electric fence, parking, garbage collection"
Syokimau,24,3,2,145,48932,"garbage collection, gym, parking"
Juja,32.8,1,1,55,13642,parking
Lavington,5.9,1,1,70,80715,"garbage collection, garden, gym, swimming pool"
Syokimau,24,4,3,236,74356,"gym, CCTV, swimming pool, electric fence"
Ruiru,25.3,2,2,103,30763,"garbage collection, garden, swimming pool, gym, parking, electric fence"
Westlands,3.2,3,3,204,140904,"electric fence, parking"
Muthaiga,7,1,1,63,221924,"garden, CCTV, gym, swimming pool, parking, electric fence, garbage collection"
Muthaiga,7,1,1,72,158655,CCTV
Lavington,5.9,2,2,131,79524,
Juja,32.8,1,1,77,13734,"parking, gym, garbage collection, swimming pool, garden"
Lavington,5.9,2,2,178,73973,"swimming pool, electric fence, parking"
Muthaiga,7,1,1,57,224872,"garden, parking, garbage collection"
Muthaiga,7,2,1,92,261710,parking
Kileleshwa,5.4,3,2,196,100278,
Muthaiga,7,1,1,53,189578,"CCTV, electric fence, parking, swimming pool"
Juja,32.8,3,1,224,40697,swimming pool
Syokimau,24,1,1,68,15559,"electric fence, garbage collection, CCTV, garden, gym"
Ruaka,19,1,1,58,24013,"garden, gym, garbage collection, swimming pool"
Muthaiga,7,1,1,76,170080,"electric fence, gym, CCTV, swimming pool, garbage collection"
Lavington,5.9,3,3,142,88829,"swimming pool, garden"
Kilimani,4,3,1,207,141582,"parking, swimming pool, CCTV, garden, garbage collection"
Ruiru,25.3,4,1,193,58456,CCTV
Ruiru,25.3,1,1,63,15766,gym
Muthaiga,7,3,3,219,309854,"garden, CCTV"
Syokimau,24,4,3,280,74222,garbage collection
Kileleshwa,5.4,4,3,166,161171,
Ruiru,25.3,1,1,69,11266,
Lavington,5.9,2,2,96,71838,"CCTV, garbage collection"
Utawala,22.4,4,1,268,41246,electric fence
Westlands,3.2,4,2,171,242246,"electric fence, CCTV, gym, swimming pool"
Juja,32.8,3,2,203,50390,gym
Utawala,22.4,2,2,143,20109,"swimming pool, electric fence, garden, CCTV"
Utawala,22.4,3,1,177,31015,
Syokimau,24,4,3,263,92082,"gym, swimming pool, parking"
Ruaka,19,3,2,182,54242,"garden, gym, garbage collection, swimming pool"
Juja,32.8,3,1,141,44875,
Lavington,5.9,3,2,212,95408,"CCTV, gym, garden"
Westlands,3.2,2,2,144,149550,"garbage collection, swimming pool, parking, gym, CCTV, electric fence, garden"
Lavington,5.9,3,1,218,102955,"garbage collection, gym, swimming pool, parking, garden, CCTV, electric fence"
Lavington,5.9,4,3,252,288463,garbage collection
Kileleshwa,5.4,1,1,65,64866,"electric fence, garbage collection, swimming pool"
Kileleshwa,5.4,3,1,165,146833,"gym, garden, electric fence, garbage collection, swimming pool, parking, CCTV"
Muthaiga,7,4,3,231,469585,"parking, CCTV, swimming pool"
Ruiru,25.3,1,1,72,19417,"gym, swimming pool, electric fence, CCTV, parking, garbage collection, garden"
Westlands,3.2,4,1,218,297273,"CCTV, garden, garbage collection, electric fence"
Utawala,22.4,1,1,77,11845,"garbage collection, CCTV, gym, parking"
Ruiru,25.3,4,4,278,58884,garden
Juja,32.8,3,2,213,34126,
Kileleshwa,5.4,4,4,214,220948,"garbage collection, garden, CCTV, electric fence, swimming pool"
Juja,32.8,1,1,70,11389,
Juja,32.8,2,2,153,24699,"gym, parking"
Westlands,3.2,1,1,68,104611,"swimming pool, parking, gym, electric fence"
Ruaka,19,2,2,144,35752,"gym, electric fence, garden, garbage collection"
Muthaiga,7,4,2,182,435595,"swimming pool, garbage collection, parking, CCTV, garden, electric fence"
Ruaka,19,3,1,226,52258,"CCTV, gym, swimming pool, electric fence, garbage collection, garden"
Syokimau,24,4,1,199,66965,
Kileleshwa,5.4,2,2,122,100160,"gym, CCTV, garden, garbage collection, parking, electric fence"
Lavington,5.9,3,1,208,129143,"garden, gym, swimming pool, parking, electric fence"
Ruaka,19,3,1,225,60000,"parking, garbage collection, electric fence, swimming pool, gym, garden"
Kileleshwa,5.4,4,2,166,155383,"garbage collection, parking, electric fence"
Syokimau,24,2,1,163,27071,garden
Ruaka,19,3,3,175,50682,"garden, gym, CCTV"
Lavington,5.9,2,1,93,105946,"CCTV, garden, swimming pool"
Juja,32.8,1,1,69,13032,
Westlands,3.2,4,1,183,259523,"electric fence, parking, gym, garden, swimming pool"
Utawala,22.4,4,3,203,48006,gym
Ruaka,19,1,1,78,18968,"garden, swimming pool, parking"
Juja,32.8,4,1,260,70000,"garbage collection, gym, swimming pool, CCTV, electric fence, parking, garden"
Lavington,5.9,2,1,156,108666,"swimming pool, garbage collection, parking, garden, gym, electric fence"
Westlands,3.2,1,1,68,114478,swimming pool
Westlands,3.2,4,2,280,267907,"garbage collection, swimming pool, garden, gym, electric fence"
Ruiru,25.3,3,1,143,56977,"garbage collection, CCTV"
Ruaka,19,4,3,262,68754,"electric fence, parking, garbage collection, CCTV, gym, garden, swimming pool"
Utawala,22.4,1,1,54,13441,"parking, CCTV"
Kileleshwa,5.4,4,1,270,241817,"garden, garbage collection, electric fence, CCTV, gym, parking, swimming pool"
Syokimau,24,3,3,194,45249,
Syokimau,24,4,2,292,71554,"electric fence, CCTV"
Muthaiga,7,4,4,180,495724,"electric fence, gym, garden, swimming pool, parking, garbage collection"
Ruaka,19,2,2,107,39138,garbage collection
Kilimani,4,1,1,52,65833,"swimming pool, CCTV"
Ruiru,25.3,2,1,151,24483,"garden, garbage collection"
Kileleshwa,5.4,4,1,266,237727,"garden, gym, garbage collection, electric fence, CCTV, parking"
Muthaiga,7,4,1,217,322137,electric fence
Westlands,3.2,3,3,161,154452,"garbage collection, garden, parking"
Kileleshwa,5.4,3,3,170,92141,garbage collection
Muthaiga,7,2,2,143,366969,"gym, garden, CCTV, swimming pool, electric fence, parking"
Muthaiga,7,1,1,62,219949,"gym, electric fence, parking, swimming pool, CCTV, garden"
Ruaka,19,3,2,216,52274,CCTV
Juja,32.8,4,4,251,70000,"swimming pool, CCTV, parking, garbage collection"
Muthaiga,7,3,3,142,360682,"garbage collection, parking, swimming pool, electric fence"
Ruiru,25.3,1,1,57,16553,"swimming pool, CCTV, electric fence"
Westlands,3.2,2,2,129,158249,"garbage collection, garden, CCTV, swimming pool, parking, gym"
Ruaka,19,3,2,210,52815,
Kileleshwa,5.4,1,1,64,62275,
Lavington,5.9,4,1,238,311595,"garden, garbage collection, CCTV, swimming pool"
Kilimani,4,1,1,75,71025,"electric fence, swimming pool, parking, garden, gym, garbage collection"
Westlands,3.2,2,2,97,146183,"gym, electric fence, parking"
Juja,32.8,3,3,192,46117,"electric fence, swimming pool, CCTV, garden"
Ruaka,19,1,1,54,22242,"swimming pool, garden, electric fence, parking, garbage collection"
Lavington,5.9,1,1,68,79090,
Kileleshwa,5.4,3,1,161,86271,
Westlands,3.2,2,1,143,158696,"electric fence, swimming pool, parking"
Muthaiga,7,1,1,53,226203,"CCTV, swimming pool, parking, electric fence, garden"
Kilimani,4,1,1,74,48432,CCTV
Ruaka,19,2,2,158,35423,"garbage collection, garden, electric fence"
Ruiru,25.3,1,1,59,14560,
Ruiru,25.3,3,1,227,43437,"garbage collection, garden, electric fence, swimming pool"
Lavington,5.9,3,1,164,95578,"garden, swimming pool, garbage collection, gym, parking"
Muthaiga,7,1,1,69,223042,"garden, CCTV, swimming pool, parking, garbage collection, gym, electric fence"
Ruaka,19,4,1,171,59088,"garbage collection, gym"
Kileleshwa,5.4,3,1,222,123417,"garden, CCTV, parking, swimming pool, gym, garbage collection"
Kileleshwa,5.4,2,1,152,96991,"gym, parking, CCTV, garbage collection, swimming pool"
Lavington,5.9,4,4,261,254471,"parking, garbage collection, swimming pool, gym"
Ruaka,19,3,1,200,58626,"garden, garbage collection, parking"
Ruaka,19,3,3,174,60000,"garbage collection, swimming pool, electric fence, parking, garden, gym"
Muthaiga,7,3,1,210,327231,garbage collection
Utawala,22.4,2,2,145,19375,"swimming pool, CCTV, garden, parking, gym"
Juja,32.8,3,3,205,43487,
Muthaiga,7,3,1,200,393181,"electric fence, garden, parking, garbage collection, gym"
Utawala,22.4,3,2,194,35000,"garbage collection, CCTV, electric fence"
Ruiru,25.3,2,2,97,25621,
Utawala,22.4,1,1,57,15131,"garbage collection, garden, swimming pool, parking, electric fence, gym"
Ruaka,19,1,1,65,21964,"garden, garbage collection, gym, parking"
Utawala,22.4,3,2,174,35000,"garbage collection, parking, swimming pool, electric fence"
Kilimani,4,3,1,208,83206,CCTV
Ruaka,19,4,4,282,64039,"garbage collection, parking, garden, electric fence, gym"
Utawala,22.4,2,2,178,16529,
Westlands,3.2,1,1,76,131705,"gym, swimming pool, parking, electric fence, CCTV, garbage collection"
Ruiru,25.3,1,1,67,14086,
